Year,Disease,Age Group,WR Count,WR Crude Rate per 100000,WR 5 Year Average Rate,ON Crude Rate per 100000,ON 5 Year Average Rate
2017,Psittacosis/Ornithosis,70-79,0,0.00,N/A,0.00,N/A
2017,Q Fever,70-79,0,0.00,N/A,0.10,N/A
2017,Rabies,70-79,0,0.00,N/A,0.00,N/A
2017,Rubella,70-79,0,0.00,N/A,0.00,N/A
2017,"Rubella, congenital syndrome",70-79,0,0.00,N/A,0.00,N/A
2017,Salmonellosis,70-79,1,2.95,N/A,14.91,N/A
2017,Severe acute respiratory syndrome (SARS),70-79,0,0.00,N/A,0.00,N/A
2017,Shigellosis,70-79,0,0.00,N/A,0.71,N/A
2017,Smallpox,70-79,0,0.00,N/A,0.00,N/A
2017,"Streptococcus Pneumoniae, Invasive ",70-79,7,20.65,N/A,18.66,N/A
2017,Syphilis - Early Congenital,70-79,0,0.00,N/A,0.00,N/A
2017,Syphilis - Infectious,70-79,0,0.00,N/A,1.32,N/A
2017,Syphilis - Late Latent,70-79,3,8.85,N/A,6.29,N/A
2017,Tetanus,70-79,0,0.00,N/A,0.00,N/A
2017,Trichinosis,70-79,0,0.00,N/A,0.00,N/A
2017,Tuberculosis (active),70-79,4,11.80,N/A,8.93,N/A
2017,Tuberculosis (latent),70-79,8,23.61,N/A,24.85,N/A
2017,Syphilis - Other,70-79,0,0.00,N/A,0.81,N/A
2017,West Nile virus (WNv),70-79,0,0.00,N/A,2.43,N/A
2017,AIDS,80-89,0,0.00,N/A,0.00,N/A
2017,Amebiasis,80-89,0,0.00,N/A,1.84,N/A
2017,Anaplasmosis,80-89,0,0.00,N/A,0.00,N/A
2017,Anthrax,80-89,0,0.00,N/A,0.00,N/A
2017,Babesiosis,80-89,0,0.00,N/A,0.00,N/A
2017,Blastomycosis,80-89,0,0.00,N/A,0.00,N/A
2017,Botulism,80-89,0,0.00,N/A,0.00,N/A
2017,Brucellosis,80-89,0,0.00,N/A,0.20,N/A
2017,Campylobacter enteritis,80-89,12,71.49,N/A,24.77,N/A
2017,Chancroid,80-89,0,0.00,N/A,0.00,N/A
2017,Chickenpox (Varicella),80-89,0,0.00,N/A,0.41,N/A
2017,Chlamydia,80-89,0,0.00,N/A,0.20,N/A
2017,Cholera,80-89,0,0.00,N/A,0.00,N/A
2017,Creutzfeldt-Jakob Disease,80-89,0,0.00,N/A,0.00,N/A
2017,Cryptosporidiosis,80-89,0,0.00,N/A,0.82,N/A
2017,Cyclosporiasis,80-89,0,0.00,N/A,0.61,N/A
2017,Diphtheria,80-89,0,0.00,N/A,0.00,N/A
2017,Food Poisoning (all causes),80-89,0,0.00,N/A,0.41,N/A
2017,Carbapenemase-producing Enterobacteriaceae (CPE),80-89,0,0.00,N/A,0.00,N/A
2017,Encephalitis/Meningitis,80-89,0,0.00,N/A,1.84,N/A
2017,Giardiasis,80-89,0,0.00,N/A,4.50,N/A
2017,Gonorrhea,80-89,0,0.00,N/A,0.20,N/A
2017,"Group A Streptococcal disease, invasive",80-89,3,17.87,N/A,18.02,N/A
2017,"Group B Streptococcal disease, neonatal",80-89,0,0.00,N/A,0.00,N/A
2017,"Haemophilus influenzae disease, all types",80-89,0,0.00,N/A,0.00,N/A
2017,Hantavirus pulmonary syndrome,80-89,0,0.00,N/A,0.00,N/A
2017,Hemorrhagic fevers and Lassa fever,80-89,0,0.00,N/A,0.00,N/A
2017,Hepatitis A,80-89,0,0.00,N/A,0.61,N/A
2017,Hepatitis B (acute),80-89,0,0.00,N/A,0.00,N/A
2017,Hepatitis B (chronic),80-89,0,0.00,N/A,5.53,N/A
2017,Hepatitis C,80-89,3,17.87,N/A,14.74,N/A
2017,HIV,80-89,0,0.00,N/A,0.00,N/A
2017,Influenza,80-89,72,428.95,N/A,544.77,N/A
2017,Legionellosis,80-89,0,0.00,N/A,3.48,N/A
2017,Leprosy,80-89,0,0.00,N/A,0.00,N/A
2017,Listeriosis,80-89,0,0.00,N/A,2.46,N/A
2017,Lyme Disease,80-89,0,0.00,N/A,3.89,N/A
2017,Measles,80-89,0,0.00,N/A,0.00,N/A
2017,Tularemia,80-89,0,0.00,N/A,0.00,N/A
2017,Typhoid Fever/Paratyphoid Fever,80-89,0,0.00,N/A,0.00,N/A
2017,Verotoxin-producing E. coli,80-89,0,0.00,N/A,0.82,N/A
2017,Yersiniosis,80-89,0,0.00,N/A,2.25,N/A
2017,"Meningococcal disease, invasive",80-89,0,0.00,N/A,0.20,N/A
2017,Mpox,80-89,0,0.00,N/A,0.00,N/A
2017,Mumps,80-89,0,0.00,N/A,0.41,N/A
2017,Ophthalmia Neonatorum,80-89,0,0.00,N/A,0.00,N/A
2017,Paralytic Shellfish Poisoning,80-89,0,0.00,N/A,0.00,N/A
2017,Pertussis,80-89,0,0.00,N/A,0.20,N/A
2017,Poliomyelitis (polio) and Acute Flaccid Paralysis,80-89,0,0.00,N/A,0.00,N/A
2017,Powassan Virus,80-89,0,0.00,N/A,0.00,N/A
2017,Psittacosis/Ornithosis,80-89,0,0.00,N/A,0.00,N/A
2017,Q Fever,80-89,0,0.00,N/A,0.00,N/A
2017,Rabies,80-89,0,0.00,N/A,0.00,N/A
2017,Rubella,80-89,0,0.00,N/A,0.00,N/A
2017,"Rubella, congenital syndrome",80-89,0,0.00,N/A,0.00,N/A
2017,Salmonellosis,80-89,2,11.92,N/A,16.99,N/A
2017,Severe acute respiratory syndrome (SARS),80-89,0,0.00,N/A,0.00,N/A
2017,Shigellosis,80-89,0,0.00,N/A,0.20,N/A
2017,Smallpox,80-89,0,0.00,N/A,0.00,N/A
2017,"Streptococcus Pneumoniae, Invasive ",80-89,9,53.62,N/A,31.53,N/A
2017,Syphilis - Early Congenital,80-89,0,0.00,N/A,0.00,N/A
2017,Syphilis - Infectious,80-89,0,0.00,N/A,0.41,N/A
2017,Syphilis - Late Latent,80-89,0,0.00,N/A,4.50,N/A
2017,Tetanus,80-89,0,0.00,N/A,0.00,N/A
2017,Trichinosis,80-89,0,0.00,N/A,0.00,N/A
2017,Tuberculosis (active),80-89,0,0.00,N/A,11.87,N/A
2017,Tuberculosis (latent),80-89,0,0.00,N/A,14.54,N/A
2017,Syphilis - Other,80-89,0,0.00,N/A,0.61,N/A
2017,West Nile virus (WNv),80-89,0,0.00,N/A,2.05,N/A
2017,AIDS,90+,0,0.00,N/A,0.00,N/A
2017,Amebiasis,90+,0,0.00,N/A,3.37,N/A
2017,Anaplasmosis,90+,0,0.00,N/A,0.00,N/A
2017,Anthrax,90+,0,0.00,N/A,0.00,N/A
2017,Babesiosis,90+,0,0.00,N/A,0.00,N/A
2017,Blastomycosis,90+,0,0.00,N/A,0.00,N/A
2017,Botulism,90+,0,0.00,N/A,0.00,N/A
2017,Brucellosis,90+,0,0.00,N/A,0.00,N/A
2017,Campylobacter enteritis,90+,1,25.34,N/A,17.70,N/A
2017,Chancroid,90+,0,0.00,N/A,0.00,N/A
2017,Chickenpox (Varicella),90+,0,0.00,N/A,0.84,N/A
2017,Chlamydia,90+,0,0.00,N/A,0.84,N/A
2017,Cholera,90+,0,0.00,N/A,0.00,N/A
2017,Creutzfeldt-Jakob Disease,90+,0,0.00,N/A,0.00,N/A
2017,Cryptosporidiosis,90+,0,0.00,N/A,0.00,N/A
2017,Cyclosporiasis,90+,0,0.00,N/A,0.00,N/A
2017,Diphtheria,90+,0,0.00,N/A,0.00,N/A
2017,Food Poisoning (all causes),90+,0,0.00,N/A,0.84,N/A
2017,Carbapenemase-producing Enterobacteriaceae (CPE),90+,0,0.00,N/A,0.00,N/A
2017,Encephalitis/Meningitis,90+,0,0.00,N/A,0.84,N/A
2017,Giardiasis,90+,0,0.00,N/A,4.22,N/A
2017,Gonorrhea,90+,0,0.00,N/A,0.00,N/A
2017,"Group A Streptococcal disease, invasive",90+,1,25.34,N/A,26.98,N/A
2017,"Group B Streptococcal disease, neonatal",90+,0,0.00,N/A,0.00,N/A
2017,"Haemophilus influenzae disease, all types",90+,0,0.00,N/A,0.00,N/A
2017,Hantavirus pulmonary syndrome,90+,0,0.00,N/A,0.00,N/A
2017,Hemorrhagic fevers and Lassa fever,90+,0,0.00,N/A,0.00,N/A
2017,Hepatitis A,90+,0,0.00,N/A,0.84,N/A
2017,Hepatitis B (acute),90+,0,0.00,N/A,0.00,N/A
2017,Hepatitis B (chronic),90+,0,0.00,N/A,0.84,N/A
2017,Hepatitis C,90+,0,0.00,N/A,10.12,N/A
2017,HIV,90+,0,0.00,N/A,0.84,N/A
2017,Influenza,90+,43,"1,089.44",N/A,"1,252.81",N/A
2017,Legionellosis,90+,0,0.00,N/A,1.69,N/A
2017,Leprosy,90+,0,0.00,N/A,0.00,N/A
2017,Listeriosis,90+,0,0.00,N/A,5.06,N/A
2017,Lyme Disease,90+,0,0.00,N/A,1.69,N/A
2017,Measles,90+,0,0.00,N/A,0.00,N/A
2017,Tularemia,90+,0,0.00,N/A,0.00,N/A
2017,Typhoid Fever/Paratyphoid Fever,90+,0,0.00,N/A,0.00,N/A
2017,Verotoxin-producing E. coli,90+,0,0.00,N/A,0.84,N/A
2017,Yersiniosis,90+,0,0.00,N/A,0.84,N/A
2017,"Meningococcal disease, invasive",90+,0,0.00,N/A,0.84,N/A
2017,Mpox,90+,0,0.00,N/A,0.00,N/A
2017,Mumps,90+,0,0.00,N/A,0.00,N/A
2017,Ophthalmia Neonatorum,90+,0,0.00,N/A,0.00,N/A
2017,Paralytic Shellfish Poisoning,90+,0,0.00,N/A,0.00,N/A
2017,Pertussis,90+,0,0.00,N/A,0.00,N/A
2017,Poliomyelitis (polio) and Acute Flaccid Paralysis,90+,0,0.00,N/A,0.00,N/A
2017,Powassan Virus,90+,0,0.00,N/A,0.00,N/A
2017,Psittacosis/Ornithosis,90+,0,0.00,N/A,0.00,N/A
2017,Q Fever,90+,0,0.00,N/A,0.00,N/A
2017,Rabies,90+,0,0.00,N/A,0.00,N/A
2017,Rubella,90+,0,0.00,N/A,0.00,N/A
2017,"Rubella, congenital syndrome",90+,0,0.00,N/A,0.00,N/A
2017,Salmonellosis,90+,1,25.34,N/A,19.39,N/A
2017,Severe acute respiratory syndrome (SARS),90+,0,0.00,N/A,0.00,N/A
2017,Shigellosis,90+,0,0.00,N/A,0.00,N/A
2017,Smallpox,90+,0,0.00,N/A,0.00,N/A
2017,"Streptococcus Pneumoniae, Invasive ",90+,1,25.34,N/A,49.74,N/A
2017,Syphilis - Early Congenital,90+,0,0.00,N/A,0.00,N/A
2017,Syphilis - Infectious,90+,0,0.00,N/A,0.00,N/A
2017,Syphilis - Late Latent,90+,0,0.00,N/A,5.90,N/A
2017,Tetanus,90+,0,0.00,N/A,0.00,N/A
2017,Trichinosis,90+,0,0.00,N/A,0.00,N/A
2017,Tuberculosis (active),90+,1,25.34,N/A,10.12,N/A
2017,Tuberculosis (latent),90+,0,0.00,N/A,2.53,N/A
2017,Syphilis - Other,90+,0,0.00,N/A,1.69,N/A
2017,West Nile virus (WNv),90+,0,0.00,N/A,0.84,N/A
2018,AIDS,00-09,0,0.00,N/A,0.07,N/A
2018,Amebiasis,00-09,0,0.00,N/A,1.20,N/A
2018,Anaplasmosis,00-09,0,0.00,N/A,0.00,N/A
2018,Anthrax,00-09,0,0.00,N/A,0.00,N/A
2018,Babesiosis,00-09,0,0.00,N/A,0.00,N/A
2018,Blastomycosis,00-09,0,0.00,N/A,0.07,N/A
2018,Botulism,00-09,0,0.00,N/A,0.20,N/A
2018,Brucellosis,00-09,0,0.00,N/A,0.07,N/A
2018,Campylobacter enteritis,00-09,9,13.64,N/A,23.81,N/A
2018,Chancroid,00-09,0,0.00,N/A,0.00,N/A
2018,Chickenpox (Varicella),00-09,2,3.03,N/A,4.48,N/A
2018,Chlamydia,00-09,0,0.00,N/A,0.20,N/A
2018,Cholera,00-09,0,0.00,N/A,0.00,N/A
2018,Creutzfeldt-Jakob Disease,00-09,0,0.00,N/A,0.00,N/A
2018,Cryptosporidiosis,00-09,9,13.64,N/A,11.04,N/A
2018,Cyclosporiasis,00-09,0,0.00,N/A,0.20,N/A
2018,Diphtheria,00-09,0,0.00,N/A,0.00,N/A
2018,Food Poisoning (all causes),00-09,0,0.00,N/A,0.13,N/A
2018,Carbapenemase-producing Enterobacteriaceae (CPE),00-09,0,0.00,N/A,0.20,N/A
2018,Encephalitis/Meningitis,00-09,10,15.16,N/A,10.30,N/A
2018,Giardiasis,00-09,12,18.19,N/A,13.31,N/A
2018,Gonorrhea,00-09,0,0.00,N/A,0.33,N/A
2018,"Group A Streptococcal disease, invasive",00-09,4,6.06,N/A,4.88,N/A
2018,"Group B Streptococcal disease, neonatal",00-09,6,9.09,N/A,3.81,N/A
2018,"Haemophilus influenzae disease, all types",00-09,1,1.52,N/A,1.61,N/A
2018,Hantavirus pulmonary syndrome,00-09,0,0.00,N/A,0.00,N/A
2018,Hemorrhagic fevers and Lassa fever,00-09,0,0.00,N/A,0.00,N/A
2018,Hepatitis A,00-09,0,0.00,N/A,1.07,N/A
2018,Hepatitis B (acute),00-09,0,0.00,N/A,0.00,N/A
2018,Hepatitis B (chronic),00-09,0,0.00,N/A,0.60,N/A
2018,Hepatitis C,00-09,0,0.00,N/A,1.14,N/A
2018,HIV,00-09,0,0.00,N/A,0.67,N/A
2018,Influenza,00-09,73,110.64,N/A,230.51,N/A
2018,Legionellosis,00-09,0,0.00,N/A,0.00,N/A
2018,Leprosy,00-09,0,0.00,N/A,0.00,N/A
2018,Listeriosis,00-09,0,0.00,N/A,0.27,N/A
2018,Lyme Disease,00-09,1,1.52,N/A,3.55,N/A
2018,Measles,00-09,0,0.00,N/A,0.20,N/A
2018,Tularemia,00-09,0,0.00,N/A,0.00,N/A
2018,Typhoid Fever/Paratyphoid Fever,00-09,1,1.52,N/A,2.07,N/A
2018,Verotoxin-producing E. coli,00-09,7,10.61,N/A,4.48,N/A
2018,Yersiniosis,00-09,1,1.52,N/A,4.82,N/A
2018,"Meningococcal disease, invasive",00-09,1,1.52,N/A,0.27,N/A
2018,Mpox,00-09,0,0.00,N/A,0.00,N/A
2018,Mumps,00-09,0,0.00,N/A,0.54,N/A
2018,Ophthalmia Neonatorum,00-09,0,0.00,N/A,0.07,N/A
2018,Paralytic Shellfish Poisoning,00-09,0,0.00,N/A,0.00,N/A
2018,Pertussis,00-09,8,12.13,N/A,12.51,N/A
2018,Poliomyelitis (polio) and Acute Flaccid Paralysis,00-09,0,0.00,N/A,0.94,N/A
2018,Powassan Virus,00-09,0,0.00,N/A,0.00,N/A
2018,Psittacosis/Ornithosis,00-09,0,0.00,N/A,0.00,N/A
2018,Q Fever,00-09,0,0.00,N/A,0.00,N/A
2018,Rabies,00-09,0,0.00,N/A,0.00,N/A
2018,Rubella,00-09,0,0.00,N/A,0.00,N/A
2018,"Rubella, congenital syndrome",00-09,0,0.00,N/A,0.00,N/A
2018,Salmonellosis,00-09,25,37.89,N/A,33.85,N/A
2018,Severe acute respiratory syndrome (SARS),00-09,0,0.00,N/A,0.00,N/A
2018,Shigellosis,00-09,2,3.03,N/A,2.01,N/A
2018,Smallpox,00-09,0,0.00,N/A,0.00,N/A
2018,"Streptococcus Pneumoniae, Invasive ",00-09,2,3.03,N/A,7.42,N/A
2018,Syphilis - Early Congenital,00-09,0,0.00,N/A,0.07,N/A
2018,Syphilis - Infectious,00-09,0,0.00,N/A,0.00,N/A
2018,Syphilis - Late Latent,00-09,0,0.00,N/A,0.00,N/A
2018,Tetanus,00-09,0,0.00,N/A,0.00,N/A
2018,Trichinosis,00-09,0,0.00,N/A,0.00,N/A
2018,Tuberculosis (active),00-09,0,0.00,N/A,0.33,N/A
2018,Tuberculosis (latent),00-09,2,3.03,N/A,3.61,N/A
2018,Syphilis - Other,00-09,0,0.00,N/A,0.00,N/A
2018,West Nile virus (WNv),00-09,0,0.00,N/A,0.00,N/A
2018,AIDS,10-19,0,0.00,N/A,0.00,N/A
2018,Amebiasis,10-19,2,2.85,N/A,1.04,N/A
2018,Anaplasmosis,10-19,0,0.00,N/A,0.00,N/A
2018,Anthrax,10-19,0,0.00,N/A,0.00,N/A
2018,Babesiosis,10-19,0,0.00,N/A,0.00,N/A
2018,Blastomycosis,10-19,0,0.00,N/A,0.18,N/A
2018,Botulism,10-19,0,0.00,N/A,0.00,N/A
2018,Brucellosis,10-19,0,0.00,N/A,0.18,N/A
2018,Campylobacter enteritis,10-19,8,11.40,N/A,14.18,N/A
2018,Chancroid,10-19,0,0.00,N/A,0.00,N/A
2018,Chickenpox (Varicella),10-19,1,1.43,N/A,3.81,N/A
2018,Chlamydia,10-19,374,533.10,N/A,551.70,N/A
2018,Cholera,10-19,0,0.00,N/A,0.00,N/A
2018,Creutzfeldt-Jakob Disease,10-19,0,0.00,N/A,0.00,N/A
2018,Cryptosporidiosis,10-19,8,11.40,N/A,5.89,N/A
2018,Cyclosporiasis,10-19,0,0.00,N/A,0.68,N/A
2018,Diphtheria,10-19,0,0.00,N/A,0.00,N/A
2018,Food Poisoning (all causes),10-19,0,0.00,N/A,0.00,N/A
2018,Carbapenemase-producing Enterobacteriaceae (CPE),10-19,0,0.00,N/A,0.12,N/A
2018,Encephalitis/Meningitis,10-19,1,1.43,N/A,0.98,N/A
2018,Giardiasis,10-19,2,2.85,N/A,4.48,N/A
2018,Gonorrhea,10-19,56,79.82,N/A,57.83,N/A
2018,"Group A Streptococcal disease, invasive",10-19,0,0.00,N/A,1.35,N/A
2018,"Group B Streptococcal disease, neonatal",10-19,0,0.00,N/A,0.00,N/A
2018,"Haemophilus influenzae disease, all types",10-19,0,0.00,N/A,0.49,N/A
2018,Hantavirus pulmonary syndrome,10-19,0,0.00,N/A,0.00,N/A
2018,Hemorrhagic fevers and Lassa fever,10-19,0,0.00,N/A,0.00,N/A
2018,Hepatitis A,10-19,5,7.13,N/A,1.60,N/A
2018,Hepatitis B (acute),10-19,0,0.00,N/A,0.00,N/A
2018,Hepatitis B (chronic),10-19,1,1.43,N/A,2.58,N/A
2018,Hepatitis C,10-19,2,2.85,N/A,6.94,N/A
2018,HIV,10-19,0,0.00,N/A,1.17,N/A
2018,Influenza,10-19,8,11.40,N/A,34.19,N/A
2018,Legionellosis,10-19,0,0.00,N/A,0.00,N/A
2018,Leprosy,10-19,0,0.00,N/A,0.00,N/A
2018,Listeriosis,10-19,0,0.00,N/A,0.06,N/A
2018,Lyme Disease,10-19,0,0.00,N/A,2.89,N/A
2018,Measles,10-19,0,0.00,N/A,0.00,N/A
2018,Tularemia,10-19,0,0.00,N/A,0.00,N/A
2018,Typhoid Fever/Paratyphoid Fever,10-19,2,2.85,N/A,1.29,N/A
2018,Verotoxin-producing E. coli,10-19,2,2.85,N/A,1.78,N/A
2018,Yersiniosis,10-19,2,2.85,N/A,3.01,N/A
2018,"Meningococcal disease, invasive",10-19,0,0.00,N/A,0.12,N/A
2018,Mpox,10-19,0,0.00,N/A,0.00,N/A
2018,Mumps,10-19,0,0.00,N/A,1.41,N/A
2018,Ophthalmia Neonatorum,10-19,0,0.00,N/A,0.00,N/A
2018,Paralytic Shellfish Poisoning,10-19,0,0.00,N/A,0.00,N/A
2018,Pertussis,10-19,2,2.85,N/A,5.34,N/A
2018,Poliomyelitis (polio) and Acute Flaccid Paralysis,10-19,0,0.00,N/A,0.06,N/A
2018,Powassan Virus,10-19,0,0.00,N/A,0.00,N/A
2018,Psittacosis/Ornithosis,10-19,0,0.00,N/A,0.00,N/A
2018,Q Fever,10-19,0,0.00,N/A,0.00,N/A
2018,Rabies,10-19,0,0.00,N/A,0.00,N/A
2018,Rubella,10-19,0,0.00,N/A,0.00,N/A
2018,"Rubella, congenital syndrome",10-19,0,0.00,N/A,0.00,N/A
2018,Salmonellosis,10-19,15,21.38,N/A,15.90,N/A
2018,Severe acute respiratory syndrome (SARS),10-19,0,0.00,N/A,0.00,N/A
2018,Shigellosis,10-19,1,1.43,N/A,0.80,N/A
2018,Smallpox,10-19,0,0.00,N/A,0.00,N/A
2018,"Streptococcus Pneumoniae, Invasive ",10-19,0,0.00,N/A,1.04,N/A
2018,Syphilis - Early Congenital,10-19,0,0.00,N/A,0.00,N/A
2018,Syphilis - Infectious,10-19,1,1.43,N/A,2.46,N/A
2018,Syphilis - Late Latent,10-19,0,0.00,N/A,0.37,N/A
2018,Tetanus,10-19,0,0.00,N/A,0.00,N/A
2018,Trichinosis,10-19,0,0.00,N/A,0.06,N/A
2018,Tuberculosis (active),10-19,0,0.00,N/A,2.09,N/A
2018,Tuberculosis (latent),10-19,37,52.74,N/A,47.33,N/A
2018,Syphilis - Other,10-19,0,0.00,N/A,0.43,N/A
2018,West Nile virus (WNv),10-19,0,0.00,N/A,0.00,N/A
2018,AIDS,20-29,1,1.09,N/A,0.79,N/A
2018,Amebiasis,20-29,3,3.28,N/A,3.74,N/A
2018,Anaplasmosis,20-29,0,0.00,N/A,0.00,N/A
2018,Anthrax,20-29,0,0.00,N/A,0.00,N/A
2018,Babesiosis,20-29,0,0.00,N/A,0.00,N/A
2018,Blastomycosis,20-29,0,0.00,N/A,0.44,N/A
2018,Botulism,20-29,0,0.00,N/A,0.00,N/A
2018,Brucellosis,20-29,0,0.00,N/A,0.10,N/A
2018,Campylobacter enteritis,20-29,21,22.96,N/A,25.48,N/A
2018,Chancroid,20-29,0,0.00,N/A,0.00,N/A
2018,Chickenpox (Varicella),20-29,1,1.09,N/A,3.54,N/A
2018,Chlamydia,20-29,1091,"1,192.94",N/A,"1,325.89",N/A
2018,Cholera,20-29,0,0.00,N/A,0.00,N/A
2018,Creutzfeldt-Jakob Disease,20-29,0,0.00,N/A,0.00,N/A
2018,Cryptosporidiosis,20-29,13,14.21,N/A,10.28,N/A
2018,Cyclosporiasis,20-29,0,0.00,N/A,2.51,N/A
2018,Diphtheria,20-29,0,0.00,N/A,0.00,N/A
2018,Food Poisoning (all causes),20-29,0,0.00,N/A,0.25,N/A
2018,Carbapenemase-producing Enterobacteriaceae (CPE),20-29,0,0.00,N/A,0.39,N/A
2018,Encephalitis/Meningitis,20-29,1,1.09,N/A,1.97,N/A
2018,Giardiasis,20-29,6,6.56,N/A,12.05,N/A
2018,Gonorrhea,20-29,174,190.26,N/A,233.18,N/A
2018,"Group A Streptococcal disease, invasive",20-29,3,3.28,N/A,4.72,N/A
2018,"Group B Streptococcal disease, neonatal",20-29,0,0.00,N/A,0.05,N/A
2018,"Haemophilus influenzae disease, all types",20-29,0,0.00,N/A,0.30,N/A
2018,Hantavirus pulmonary syndrome,20-29,0,0.00,N/A,0.00,N/A
2018,Hemorrhagic fevers and Lassa fever,20-29,0,0.00,N/A,0.00,N/A
2018,Hepatitis A,20-29,15,16.40,N/A,2.85,N/A
2018,Hepatitis B (acute),20-29,0,0.00,N/A,0.69,N/A
2018,Hepatitis B (chronic),20-29,13,14.21,N/A,16.92,N/A
2018,Hepatitis C,20-29,33,36.08,N/A,55.53,N/A
2018,HIV,20-29,2,2.19,N/A,12.69,N/A
2018,Influenza,20-29,8,8.75,N/A,25.08,N/A
2018,Legionellosis,20-29,0,0.00,N/A,0.20,N/A
2018,Leprosy,20-29,0,0.00,N/A,0.05,N/A
2018,Listeriosis,20-29,0,0.00,N/A,0.10,N/A
2018,Lyme Disease,20-29,1,1.09,N/A,2.66,N/A
2018,Measles,20-29,0,0.00,N/A,0.15,N/A
2018,Tularemia,20-29,0,0.00,N/A,0.00,N/A
2018,Typhoid Fever/Paratyphoid Fever,20-29,1,1.09,N/A,1.48,N/A
2018,Verotoxin-producing E. coli,20-29,1,1.09,N/A,0.89,N/A
2018,Yersiniosis,20-29,3,3.28,N/A,2.46,N/A
2018,"Meningococcal disease, invasive",20-29,1,1.09,N/A,0.20,N/A
2018,Mpox,20-29,0,0.00,N/A,0.00,N/A
2018,Mumps,20-29,0,0.00,N/A,1.48,N/A
2018,Ophthalmia Neonatorum,20-29,0,0.00,N/A,0.00,N/A
2018,Paralytic Shellfish Poisoning,20-29,0,0.00,N/A,0.00,N/A
2018,Pertussis,20-29,2,2.19,N/A,1.33,N/A
2018,Poliomyelitis (polio) and Acute Flaccid Paralysis,20-29,0,0.00,N/A,0.00,N/A
2018,Powassan Virus,20-29,0,0.00,N/A,0.00,N/A
2018,Psittacosis/Ornithosis,20-29,0,0.00,N/A,0.00,N/A
2018,Q Fever,20-29,0,0.00,N/A,0.00,N/A
2018,Rabies,20-29,0,0.00,N/A,0.00,N/A
2018,Rubella,20-29,0,0.00,N/A,0.00,N/A
2018,"Rubella, congenital syndrome",20-29,0,0.00,N/A,0.00,N/A
2018,Salmonellosis,20-29,24,26.24,N/A,19.08,N/A
2018,Severe acute respiratory syndrome (SARS),20-29,0,0.00,N/A,0.00,N/A
2018,Shigellosis,20-29,3,3.28,N/A,3.25,N/A
2018,Smallpox,20-29,0,0.00,N/A,0.00,N/A
2018,"Streptococcus Pneumoniae, Invasive ",20-29,1,1.09,N/A,1.62,N/A
2018,Syphilis - Early Congenital,20-29,0,0.00,N/A,0.00,N/A
2018,Syphilis - Infectious,20-29,9,9.84,N/A,25.97,N/A
2018,Syphilis - Late Latent,20-29,1,1.09,N/A,4.82,N/A
2018,Tetanus,20-29,0,0.00,N/A,0.00,N/A
2018,Trichinosis,20-29,0,0.00,N/A,0.00,N/A
2018,Tuberculosis (active),20-29,4,4.37,N/A,6.74,N/A
2018,Tuberculosis (latent),20-29,91,99.50,N/A,113.91,N/A
2018,Syphilis - Other,20-29,0,0.00,N/A,0.79,N/A
2018,West Nile virus (WNv),20-29,0,0.00,N/A,0.34,N/A
2018,AIDS,30-39,0,0.00,N/A,0.68,N/A
2018,Amebiasis,30-39,2,2.44,N/A,5.41,N/A
2018,Anaplasmosis,30-39,0,0.00,N/A,0.00,N/A
2018,Anthrax,30-39,0,0.00,N/A,0.00,N/A
2018,Babesiosis,30-39,0,0.00,N/A,0.00,N/A
2018,Blastomycosis,30-39,0,0.00,N/A,0.53,N/A
2018,Botulism,30-39,0,0.00,N/A,0.00,N/A
2018,Brucellosis,30-39,0,0.00,N/A,0.05,N/A
2018,Campylobacter enteritis,30-39,17,20.78,N/A,23.26,N/A
2018,Chancroid,30-39,0,0.00,N/A,0.00,N/A
2018,Chickenpox (Varicella),30-39,1,1.22,N/A,2.47,N/A
2018,Chlamydia,30-39,241,294.61,N/A,421.99,N/A
2018,Cholera,30-39,0,0.00,N/A,0.00,N/A
2018,Creutzfeldt-Jakob Disease,30-39,0,0.00,N/A,0.00,N/A
2018,Cryptosporidiosis,30-39,9,11.00,N/A,6.83,N/A
2018,Cyclosporiasis,30-39,1,1.22,N/A,2.15,N/A
2018,Diphtheria,30-39,0,0.00,N/A,0.00,N/A
2018,Food Poisoning (all causes),30-39,1,1.22,N/A,0.47,N/A
2018,Carbapenemase-producing Enterobacteriaceae (CPE),30-39,2,2.44,N/A,0.58,N/A
2018,Encephalitis/Meningitis,30-39,2,2.44,N/A,2.15,N/A
2018,Giardiasis,30-39,15,18.34,N/A,14.76,N/A
2018,Gonorrhea,30-39,110,134.47,N/A,146.93,N/A
2018,"Group A Streptococcal disease, invasive",30-39,5,6.11,N/A,8.72,N/A
2018,"Group B Streptococcal disease, neonatal",30-39,0,0.00,N/A,0.00,N/A
2018,"Haemophilus influenzae disease, all types",30-39,0,0.00,N/A,0.79,N/A
2018,Hantavirus pulmonary syndrome,30-39,0,0.00,N/A,0.00,N/A
2018,Hemorrhagic fevers and Lassa fever,30-39,0,0.00,N/A,0.00,N/A
2018,Hepatitis A,30-39,17,20.78,N/A,2.31,N/A
2018,Hepatitis B (acute),30-39,1,1.22,N/A,1.05,N/A
2018,Hepatitis B (chronic),30-39,20,24.45,N/A,33.50,N/A
2018,Hepatitis C,30-39,35,42.79,N/A,64.33,N/A
2018,HIV,30-39,4,4.89,N/A,15.33,N/A
