Year,Disease,Age Group,WR Count,WR Crude Rate per 100000,WR 5 Year Average Rate,ON Crude Rate per 100000,ON 5 Year Average Rate
2020,HIV,00-09,0,0.00,0.00,0.33,0.47
2020,Influenza,00-09,73,108.20,125.67,199.08,192.15
2020,Legionellosis,00-09,0,0.00,0.30,0.00,0.05
2020,Leprosy,00-09,0,0.00,0.00,0.00,0.00
2020,Listeriosis,00-09,0,0.00,0.00,0.00,0.17
2020,Lyme Disease,00-09,2,2.96,0.92,5.31,4.13
2020,Measles,00-09,0,0.00,0.00,0.00,0.27
2020,Tularemia,00-09,0,0.00,0.00,0.00,0.01
2020,Typhoid Fever/Paratyphoid Fever,00-09,0,0.00,0.92,1.46,1.87
2020,Verotoxin-producing E. coli,00-09,4,5.93,4.91,3.71,4.01
2020,Yersiniosis,00-09,1,1.48,4.32,2.52,5.09
2020,"Meningococcal disease, invasive",00-09,0,0.00,0.92,0.20,0.35
2020,Mpox,00-09,0,0.00,0.00,0.00,0.00
2020,Mumps,00-09,0,0.00,0.31,0.00,0.50
2020,Ophthalmia Neonatorum,00-09,0,0.00,0.00,0.07,0.16
2020,Paralytic Shellfish Poisoning,00-09,0,0.00,0.00,0.00,0.00
2020,Pertussis,00-09,3,4.45,13.85,3.85,17.11
2020,Poliomyelitis (polio) and Acute Flaccid Paralysis,00-09,0,0.00,0.31,0.00,0.30
2020,Powassan Virus,00-09,0,0.00,0.00,0.00,0.00
2020,Psittacosis/Ornithosis,00-09,0,0.00,0.00,0.00,0.00
2020,Q Fever,00-09,0,0.00,0.00,0.00,0.00
2020,Rabies,00-09,0,0.00,0.00,0.00,0.00
2020,Rubella,00-09,0,0.00,0.00,0.00,0.00
2020,"Rubella, congenital syndrome",00-09,0,0.00,0.00,0.00,0.01
2020,Salmonellosis,00-09,7,10.38,29.19,19.36,37.66
2020,Severe acute respiratory syndrome (SARS),00-09,0,0.00,0.00,0.00,0.00
2020,Shigellosis,00-09,1,1.48,1.85,1.06,2.64
2020,Smallpox,00-09,0,0.00,0.00,0.00,0.00
2020,"Streptococcus Pneumoniae, Invasive ",00-09,1,1.48,5.21,2.32,6.88
2020,Syphilis - Early Congenital,00-09,0,0.00,0.00,0.33,0.13
2020,Syphilis - Infectious,00-09,0,0.00,0.00,0.00,0.00
2020,Syphilis - Late Latent,00-09,0,0.00,0.00,0.00,0.00
2020,Tetanus,00-09,0,0.00,0.00,0.00,0.03
2020,Trichinosis,00-09,0,0.00,0.00,0.00,0.00
2020,Tuberculosis (active),00-09,0,0.00,0.30,0.80,0.67
2020,Tuberculosis (latent),00-09,2,2.96,3.10,2.85,4.37
2020,Syphilis - Other,00-09,0,0.00,0.00,0.00,0.01
2020,West Nile virus (WNv),00-09,0,0.00,0.00,0.33,0.07
2020,AIDS,10-19,0,0.00,0.00,0.00,0.06
2020,Amebiasis,10-19,0,0.00,3.79,0.24,1.45
2020,Anaplasmosis,10-19,0,0.00,0.00,0.00,0.00
2020,Anthrax,10-19,0,0.00,0.00,0.00,0.00
2020,Babesiosis,10-19,0,0.00,0.00,0.00,0.00
2020,Blastomycosis,10-19,0,0.00,0.00,0.24,0.17
2020,Botulism,10-19,0,0.00,0.00,0.00,0.00
2020,Brucellosis,10-19,0,0.00,0.00,0.00,0.04
2020,Campylobacter enteritis,10-19,7,9.67,13.37,11.13,16.23
2020,Chancroid,10-19,0,0.00,0.00,0.00,0.00
2020,Chickenpox (Varicella),10-19,1,1.38,2.61,2.13,5.05
2020,Chlamydia,10-19,294,406.23,500.76,391.90,511.50
2020,Cholera,10-19,0,0.00,0.00,0.00,0.01
2020,Creutzfeldt-Jakob Disease,10-19,0,0.00,0.00,0.00,0.00
2020,Cryptosporidiosis,10-19,6,8.29,5.20,2.98,5.05
2020,Cyclosporiasis,10-19,1,1.38,0.88,0.36,0.40
2020,Diphtheria,10-19,0,0.00,0.00,0.00,0.00
2020,Food Poisoning (all causes),10-19,0,0.00,0.30,0.00,0.10
2020,Carbapenemase-producing Enterobacteriaceae (CPE),10-19,0,0.00,0.00,0.00,0.09
2020,Encephalitis/Meningitis,10-19,0,0.00,2.04,0.24,1.46
2020,Giardiasis,10-19,1,1.38,3.45,2.55,4.81
2020,Gonorrhea,10-19,24,33.16,54.26,44.39,49.88
2020,"Group A Streptococcal disease, invasive",10-19,1,1.38,1.45,0.97,1.27
2020,"Group B Streptococcal disease, neonatal",10-19,0,0.00,0.00,0.00,0.00
2020,"Haemophilus influenzae disease, all types",10-19,0,0.00,0.28,0.30,0.16
2020,Hantavirus pulmonary syndrome,10-19,0,0.00,0.00,0.00,0.00
2020,Hemorrhagic fevers and Lassa fever,10-19,0,0.00,0.00,0.00,0.00
2020,Hepatitis A,10-19,0,0.00,2.55,0.36,1.56
2020,Hepatitis B (acute),10-19,0,0.00,0.28,0.12,0.09
2020,Hepatitis B (chronic),10-19,2,2.76,3.24,1.09,2.05
2020,Hepatitis C,10-19,1,1.38,3.23,2.74,5.59
2020,HIV,10-19,1,1.38,0.60,0.30,1.26
2020,Influenza,10-19,13,17.96,27.53,33.75,34.22
2020,Legionellosis,10-19,0,0.00,0.00,0.00,0.02
2020,Leprosy,10-19,0,0.00,0.00,0.06,0.00
2020,Listeriosis,10-19,0,0.00,0.00,0.00,0.06
2020,Lyme Disease,10-19,0,0.00,0.60,3.59,3.43
2020,Measles,10-19,0,0.00,0.00,0.00,0.04
2020,Tularemia,10-19,0,0.00,0.00,0.00,0.00
2020,Typhoid Fever/Paratyphoid Fever,10-19,0,0.00,2.02,0.85,1.68
2020,Verotoxin-producing E. coli,10-19,1,1.38,3.48,1.09,1.92
2020,Yersiniosis,10-19,0,0.00,1.15,0.79,2.01
2020,"Meningococcal disease, invasive",10-19,0,0.00,0.00,0.12,0.19
2020,Mpox,10-19,0,0.00,0.00,0.00,0.00
2020,Mumps,10-19,0,0.00,0.29,0.61,1.20
2020,Ophthalmia Neonatorum,10-19,0,0.00,0.00,0.00,0.00
2020,Paralytic Shellfish Poisoning,10-19,0,0.00,0.00,0.00,0.00
2020,Pertussis,10-19,0,0.00,6.13,1.70,8.09
2020,Poliomyelitis (polio) and Acute Flaccid Paralysis,10-19,0,0.00,0.30,0.00,0.10
2020,Powassan Virus,10-19,0,0.00,0.00,0.00,0.00
2020,Psittacosis/Ornithosis,10-19,0,0.00,0.00,0.00,0.00
2020,Q Fever,10-19,0,0.00,0.00,0.00,0.02
2020,Rabies,10-19,0,0.00,0.00,0.00,0.00
2020,Rubella,10-19,0,0.00,0.00,0.00,0.00
2020,"Rubella, congenital syndrome",10-19,0,0.00,0.00,0.00,0.00
2020,Salmonellosis,10-19,3,4.15,16.28,6.02,17.08
2020,Severe acute respiratory syndrome (SARS),10-19,0,0.00,0.00,0.00,0.00
2020,Shigellosis,10-19,0,0.00,1.19,0.24,0.91
2020,Smallpox,10-19,0,0.00,0.00,0.00,0.00
2020,"Streptococcus Pneumoniae, Invasive ",10-19,0,0.00,1.75,0.43,1.01
2020,Syphilis - Early Congenital,10-19,0,0.00,0.00,0.00,0.00
2020,Syphilis - Infectious,10-19,2,2.76,1.75,2.43,1.83
2020,Syphilis - Late Latent,10-19,0,0.00,0.60,0.43,0.33
2020,Tetanus,10-19,0,0.00,0.00,0.00,0.01
2020,Trichinosis,10-19,0,0.00,0.00,0.06,0.01
2020,Tuberculosis (active),10-19,0,0.00,1.43,2.13,2.00
2020,Tuberculosis (latent),10-19,22,30.40,74.77,19.94,48.90
2020,Syphilis - Other,10-19,0,0.00,0.30,0.12,0.14
2020,West Nile virus (WNv),10-19,0,0.00,0.00,0.36,0.05
2020,AIDS,20-29,1,1.01,0.22,0.57,0.50
2020,Amebiasis,20-29,0,0.00,5.46,1.80,5.46
2020,Anaplasmosis,20-29,0,0.00,0.00,0.00,0.00
2020,Anthrax,20-29,0,0.00,0.00,0.00,0.00
2020,Babesiosis,20-29,0,0.00,0.00,0.00,0.00
2020,Blastomycosis,20-29,0,0.00,0.00,0.33,0.21
2020,Botulism,20-29,0,0.00,0.00,0.00,0.00
2020,Brucellosis,20-29,0,0.00,0.00,0.00,0.03
2020,Campylobacter enteritis,20-29,11,11.07,26.34,14.64,28.39
2020,Chancroid,20-29,0,0.00,0.00,0.00,0.00
2020,Chickenpox (Varicella),20-29,1,1.01,3.13,1.94,3.25
2020,Chlamydia,20-29,856,861.51,"1,184.99",992.97,"1,296.54"
2020,Cholera,20-29,0,0.00,0.00,0.05,0.00
2020,Creutzfeldt-Jakob Disease,20-29,0,0.00,0.00,0.00,0.00
2020,Cryptosporidiosis,20-29,9,9.06,8.20,5.31,7.97
2020,Cyclosporiasis,20-29,5,5.03,1.13,1.42,2.50
2020,Diphtheria,20-29,0,0.00,0.00,0.00,0.00
2020,Food Poisoning (all causes),20-29,0,0.00,0.00,0.24,0.45
2020,Carbapenemase-producing Enterobacteriaceae (CPE),20-29,0,0.00,0.21,0.52,0.25
2020,Encephalitis/Meningitis,20-29,0,0.00,1.19,0.90,2.09
2020,Giardiasis,20-29,2,2.01,7.29,5.78,11.39
2020,Gonorrhea,20-29,157,158.01,162.08,176.03,192.24
2020,"Group A Streptococcal disease, invasive",20-29,2,2.01,2.24,3.93,3.74
2020,"Group B Streptococcal disease, neonatal",20-29,0,0.00,0.00,0.00,0.02
2020,"Haemophilus influenzae disease, all types",20-29,0,0.00,0.00,0.24,0.16
2020,Hantavirus pulmonary syndrome,20-29,0,0.00,0.00,0.00,0.00
2020,Hemorrhagic fevers and Lassa fever,20-29,0,0.00,0.00,0.00,0.00
2020,Hepatitis A,20-29,0,0.00,5.67,0.76,1.65
2020,Hepatitis B (acute),20-29,0,0.00,0.48,0.62,0.58
2020,Hepatitis B (chronic),20-29,4,4.03,19.69,8.29,17.83
2020,Hepatitis C,20-29,19,19.12,35.90,30.46,52.10
2020,HIV,20-29,7,7.05,4.14,9.38,11.82
2020,Influenza,20-29,9,9.06,19.35,28.28,28.69
2020,Legionellosis,20-29,2,2.01,0.00,0.38,0.16
2020,Leprosy,20-29,0,0.00,0.00,0.00,0.01
2020,Listeriosis,20-29,0,0.00,0.00,0.14,0.06
2020,Lyme Disease,20-29,1,1.01,1.19,2.70,2.96
2020,Measles,20-29,0,0.00,0.00,0.00,0.12
2020,Tularemia,20-29,0,0.00,0.00,0.00,0.00
2020,Typhoid Fever/Paratyphoid Fever,20-29,0,0.00,0.88,0.81,1.52
2020,Verotoxin-producing E. coli,20-29,4,4.03,1.33,0.76,1.39
2020,Yersiniosis,20-29,2,2.01,2.29,1.80,2.14
2020,"Meningococcal disease, invasive",20-29,0,0.00,0.43,0.24,0.21
2020,Mpox,20-29,0,0.00,0.00,0.00,0.00
2020,Mumps,20-29,0,0.00,0.69,0.99,1.89
2020,Ophthalmia Neonatorum,20-29,0,0.00,0.00,0.00,0.00
2020,Paralytic Shellfish Poisoning,20-29,0,0.00,0.00,0.00,0.00
2020,Pertussis,20-29,0,0.00,2.11,0.47,1.69
2020,Poliomyelitis (polio) and Acute Flaccid Paralysis,20-29,0,0.00,0.00,0.00,0.00
2020,Powassan Virus,20-29,0,0.00,0.00,0.00,0.00
2020,Psittacosis/Ornithosis,20-29,0,0.00,0.00,0.00,0.00
2020,Q Fever,20-29,0,0.00,0.00,0.05,0.00
2020,Rabies,20-29,0,0.00,0.00,0.00,0.00
2020,Rubella,20-29,0,0.00,0.00,0.00,0.00
2020,"Rubella, congenital syndrome",20-29,0,0.00,0.00,0.00,0.00
2020,Salmonellosis,20-29,6,6.04,24.34,9.57,21.15
2020,Severe acute respiratory syndrome (SARS),20-29,0,0.00,0.00,0.00,0.00
2020,Shigellosis,20-29,2,2.01,2.21,1.80,2.66
2020,Smallpox,20-29,0,0.00,0.00,0.00,0.00
2020,"Streptococcus Pneumoniae, Invasive ",20-29,1,1.01,2.31,1.52,1.41
2020,Syphilis - Early Congenital,20-29,0,0.00,0.00,0.00,0.00
2020,Syphilis - Infectious,20-29,25,25.16,11.74,30.74,22.63
2020,Syphilis - Late Latent,20-29,11,11.07,3.54,5.92,4.91
2020,Tetanus,20-29,0,0.00,0.00,0.05,0.01
2020,Trichinosis,20-29,0,0.00,0.00,0.09,0.07
2020,Tuberculosis (active),20-29,3,3.02,5.70,7.82,6.04
2020,Tuberculosis (latent),20-29,93,93.60,117.92,58.98,108.33
2020,Syphilis - Other,20-29,1,1.01,0.21,1.42,0.79
2020,West Nile virus (WNv),20-29,0,0.00,0.00,0.47,0.15
2020,AIDS,30-39,0,0.00,0.26,0.79,0.78
2020,Amebiasis,30-39,1,1.13,4.10,2.86,7.64
2020,Anaplasmosis,30-39,0,0.00,0.00,0.00,0.00
2020,Anthrax,30-39,0,0.00,0.00,0.00,0.00
2020,Babesiosis,30-39,0,0.00,0.00,0.00,0.00
2020,Blastomycosis,30-39,0,0.00,0.00,0.44,0.28
2020,Botulism,30-39,0,0.00,0.00,0.00,0.00
2020,Brucellosis,30-39,0,0.00,0.00,0.00,0.04
2020,Campylobacter enteritis,30-39,14,15.83,22.00,12.52,23.04
2020,Chancroid,30-39,0,0.00,0.00,0.00,0.00
2020,Chickenpox (Varicella),30-39,0,0.00,2.48,1.72,2.08
2020,Chlamydia,30-39,196,221.60,287.61,326.45,396.12
2020,Cholera,30-39,0,0.00,0.24,0.00,0.01
2020,Creutzfeldt-Jakob Disease,30-39,0,0.00,0.00,0.00,0.00
2020,Cryptosporidiosis,30-39,10,11.31,6.91,3.89,4.62
2020,Cyclosporiasis,30-39,2,2.26,4.33,3.84,3.04
2020,Diphtheria,30-39,0,0.00,0.00,0.00,0.00
2020,Food Poisoning (all causes),30-39,0,0.00,0.24,0.34,0.40
2020,Carbapenemase-producing Enterobacteriaceae (CPE),30-39,0,0.00,0.72,0.64,0.42
2020,Encephalitis/Meningitis,30-39,0,0.00,4.55,1.53,2.61
2020,Giardiasis,30-39,3,3.39,11.55,7.54,12.89
2020,Gonorrhea,30-39,74,83.66,98.31,134.10,117.42
2020,"Group A Streptococcal disease, invasive",30-39,5,5.65,5.26,8.97,6.99
2020,"Group B Streptococcal disease, neonatal",30-39,0,0.00,0.00,0.00,0.00
2020,"Haemophilus influenzae disease, all types",30-39,0,0.00,0.00,0.25,0.29
2020,Hantavirus pulmonary syndrome,30-39,0,0.00,0.00,0.00,0.00
2020,Hemorrhagic fevers and Lassa fever,30-39,0,0.00,0.00,0.00,0.00
2020,Hepatitis A,30-39,2,2.26,4.42,0.89,1.32
2020,Hepatitis B (acute),30-39,1,1.13,1.25,0.84,0.96
2020,Hepatitis B (chronic),30-39,21,23.74,25.80,20.16,33.22
2020,Hepatitis C,30-39,30,33.92,39.63,46.28,58.50
2020,HIV,30-39,3,3.39,4.99,11.48,14.32
2020,Influenza,30-39,17,19.22,27.64,40.21,41.02
2020,Legionellosis,30-39,2,2.26,1.71,0.59,0.43
2020,Leprosy,30-39,0,0.00,0.26,0.00,0.07
2020,Listeriosis,30-39,0,0.00,0.24,0.15,0.15
2020,Lyme Disease,30-39,2,2.26,1.74,3.60,3.70
2020,Measles,30-39,0,0.00,0.00,0.00,0.11
2020,Tularemia,30-39,0,0.00,0.00,0.00,0.00
2020,Typhoid Fever/Paratyphoid Fever,30-39,0,0.00,0.49,0.54,1.02
2020,Verotoxin-producing E. coli,30-39,1,1.13,1.27,0.69,0.82
2020,Yersiniosis,30-39,2,2.26,2.24,1.23,1.62
2020,"Meningococcal disease, invasive",30-39,0,0.00,0.24,0.05,0.14
2020,Mpox,30-39,0,0.00,0.00,0.00,0.00
2020,Mumps,30-39,0,0.00,1.27,0.59,1.17
2020,Ophthalmia Neonatorum,30-39,0,0.00,0.00,0.00,0.00
2020,Paralytic Shellfish Poisoning,30-39,0,0.00,0.00,0.00,0.00
2020,Pertussis,30-39,0,0.00,1.78,0.20,1.80
2020,Poliomyelitis (polio) and Acute Flaccid Paralysis,30-39,0,0.00,0.00,0.00,0.00
2020,Powassan Virus,30-39,0,0.00,0.00,0.00,0.00
2020,Psittacosis/Ornithosis,30-39,0,0.00,0.00,0.00,0.00
2020,Q Fever,30-39,0,0.00,0.25,0.00,0.05
2020,Rabies,30-39,0,0.00,0.00,0.00,0.00
2020,Rubella,30-39,0,0.00,0.00,0.00,0.00
2020,"Rubella, congenital syndrome",30-39,0,0.00,0.00,0.00,0.00
2020,Salmonellosis,30-39,5,5.65,19.12,8.87,15.70
2020,Severe acute respiratory syndrome (SARS),30-39,0,0.00,0.00,0.00,0.00
2020,Shigellosis,30-39,1,1.13,2.80,1.58,3.36
2020,Smallpox,30-39,0,0.00,0.00,0.00,0.00
2020,"Streptococcus Pneumoniae, Invasive ",30-39,1,1.13,3.70,2.37,3.74
2020,Syphilis - Early Congenital,30-39,0,0.00,0.00,0.00,0.00
2020,Syphilis - Infectious,30-39,26,29.40,11.12,40.41,26.94
2020,Syphilis - Late Latent,30-39,6,6.78,3.27,8.48,7.77
2020,Tetanus,30-39,1,1.13,0.00,0.05,0.02
2020,Trichinosis,30-39,0,0.00,0.00,0.00,0.15
2020,Tuberculosis (active),30-39,3,3.39,4.25,5.32,5.71
2020,Tuberculosis (latent),30-39,57,64.44,76.07,49.97,92.63
2020,Syphilis - Other,30-39,1,1.13,0.52,1.92,0.94
2020,West Nile virus (WNv),30-39,0,0.00,0.24,0.49,0.37
2020,AIDS,40-49,0,0.00,1.06,0.91,0.87
2020,Amebiasis,40-49,1,1.29,5.53,3.54,7.21
2020,Anaplasmosis,40-49,0,0.00,0.00,0.00,0.00
2020,Anthrax,40-49,0,0.00,0.00,0.00,0.00
2020,Babesiosis,40-49,0,0.00,0.00,0.00,0.00
2020,Blastomycosis,40-49,0,0.00,0.52,0.48,0.23
2020,Botulism,40-49,0,0.00,0.00,0.00,0.00
2020,Brucellosis,40-49,0,0.00,0.00,0.00,0.04
2020,Campylobacter enteritis,40-49,3,3.87,22.64,10.95,20.83
2020,Chancroid,40-49,0,0.00,0.00,0.00,0.00
2020,Chickenpox (Varicella),40-49,1,1.29,1.57,0.59,1.30
2020,Chlamydia,40-49,49,63.14,85.98,108.25,129.76
2020,Cholera,40-49,0,0.00,0.00,0.00,0.01
2020,Creutzfeldt-Jakob Disease,40-49,0,0.00,0.00,0.05,0.02
2020,Cryptosporidiosis,40-49,1,1.29,2.62,2.31,2.49
2020,Cyclosporiasis,40-49,3,3.87,2.62,3.60,3.13
2020,Diphtheria,40-49,0,0.00,0.00,0.00,0.00
2020,Food Poisoning (all causes),40-49,0,0.00,0.52,0.05,0.23
2020,Carbapenemase-producing Enterobacteriaceae (CPE),40-49,0,0.00,0.00,1.13,0.47
2020,Encephalitis/Meningitis,40-49,0,0.00,2.10,1.34,2.00
2020,Giardiasis,40-49,5,6.44,8.43,7.35,11.04
2020,Gonorrhea,40-49,27,34.79,48.09,60.49,50.86
2020,"Group A Streptococcal disease, invasive",40-49,7,9.02,3.68,9.61,6.77
2020,"Group B Streptococcal disease, neonatal",40-49,0,0.00,0.00,0.00,0.00
2020,"Haemophilus influenzae disease, all types",40-49,1,1.29,0.52,0.38,0.35
2020,Hantavirus pulmonary syndrome,40-49,0,0.00,0.00,0.00,0.00
2020,Hemorrhagic fevers and Lassa fever,40-49,0,0.00,0.00,0.00,0.00
2020,Hepatitis A,40-49,1,1.29,2.36,0.43,0.71
2020,Hepatitis B (acute),40-49,0,0.00,1.05,0.81,1.17
2020,Hepatitis B (chronic),40-49,12,15.46,17.36,13.69,22.84
2020,Hepatitis C,40-49,14,18.04,26.80,29.73,40.41
2020,HIV,40-49,4,5.15,3.70,6.76,9.29
2020,Influenza,40-49,18,23.20,31.90,29.47,40.20
2020,Legionellosis,40-49,5,6.44,2.36,2.09,1.43
2020,Leprosy,40-49,0,0.00,0.00,0.00,0.05
2020,Listeriosis,40-49,0,0.00,0.00,0.21,0.13
2020,Lyme Disease,40-49,1,1.29,2.09,5.47,5.23
2020,Measles,40-49,0,0.00,0.00,0.00,0.09
2020,Tularemia,40-49,0,0.00,0.00,0.05,0.00
2020,Typhoid Fever/Paratyphoid Fever,40-49,0,0.00,0.26,0.38,0.51
2020,Verotoxin-producing E. coli,40-49,0,0.00,0.00,0.21,0.41
2020,Yersiniosis,40-49,0,0.00,1.05,0.81,1.34
2020,"Meningococcal disease, invasive",40-49,0,0.00,0.00,0.11,0.13
2020,Mpox,40-49,0,0.00,0.00,0.00,0.00
2020,Mumps,40-49,0,0.00,0.26,0.27,0.47
2020,Ophthalmia Neonatorum,40-49,0,0.00,0.00,0.00,0.00
2020,Paralytic Shellfish Poisoning,40-49,0,0.00,0.00,0.00,0.00
2020,Pertussis,40-49,0,0.00,1.85,0.38,1.97
2020,Poliomyelitis (polio) and Acute Flaccid Paralysis,40-49,0,0.00,0.00,0.00,0.00
2020,Powassan Virus,40-49,0,0.00,0.00,0.00,0.00
2020,Psittacosis/Ornithosis,40-49,0,0.00,0.00,0.00,0.00
2020,Q Fever,40-49,0,0.00,0.27,0.05,0.13
2020,Rabies,40-49,0,0.00,0.00,0.00,0.00
2020,Rubella,40-49,0,0.00,0.00,0.00,0.00
2020,"Rubella, congenital syndrome",40-49,0,0.00,0.00,0.00,0.00
2020,Salmonellosis,40-49,8,10.31,16.58,8.69,15.48
2020,Severe acute respiratory syndrome (SARS),40-49,0,0.00,0.00,0.00,0.00
2020,Shigellosis,40-49,1,1.29,1.31,1.61,2.70
2020,Smallpox,40-49,0,0.00,0.00,0.00,0.00
2020,"Streptococcus Pneumoniae, Invasive ",40-49,3,3.87,7.11,3.76,5.17
2020,Syphilis - Early Congenital,40-49,0,0.00,0.00,0.00,0.00
2020,Syphilis - Infectious,40-49,13,16.75,7.87,23.67,18.42
2020,Syphilis - Late Latent,40-49,2,2.58,4.99,5.85,7.48
2020,Tetanus,40-49,0,0.00,0.00,0.00,0.00
2020,Trichinosis,40-49,0,0.00,0.00,0.05,0.04
2020,Tuberculosis (active),40-49,2,2.58,1.58,4.35,3.93
2020,Tuberculosis (latent),40-49,35,45.10,59.54,41.33,74.40
2020,Syphilis - Other,40-49,0,0.00,0.26,1.40,0.68
2020,West Nile virus (WNv),40-49,0,0.00,0.26,0.91,0.61
2020,AIDS,50-59,0,0.00,0.52,0.54,0.65
2020,Amebiasis,50-59,3,3.84,4.63,3.12,6.59
2020,Anaplasmosis,50-59,0,0.00,0.00,0.00,0.00
2020,Anthrax,50-59,0,0.00,0.00,0.00,0.00
2020,Babesiosis,50-59,0,0.00,0.00,0.00,0.00
2020,Blastomycosis,50-59,0,0.00,0.00,0.63,0.27
2020,Botulism,50-59,0,0.00,0.00,0.00,0.00
2020,Brucellosis,50-59,0,0.00,0.00,0.15,0.03
2020,Campylobacter enteritis,50-59,15,19.21,26.94,14.16,25.05
2020,Chancroid,50-59,0,0.00,0.00,0.00,0.00
2020,Chickenpox (Varicella),50-59,0,0.00,0.00,0.19,0.49
2020,Chlamydia,50-59,22,28.18,26.67,43.03,49.02
2020,Cholera,50-59,0,0.00,0.00,0.00,0.01
2020,Creutzfeldt-Jakob Disease,50-59,0,0.00,0.26,0.05,0.04
2020,Cryptosporidiosis,50-59,1,1.28,2.56,1.17,1.55
2020,Cyclosporiasis,50-59,2,2.56,3.59,3.46,3.12
2020,Diphtheria,50-59,0,0.00,0.00,0.00,0.00
2020,Food Poisoning (all causes),50-59,0,0.00,1.02,0.15,0.43
2020,Carbapenemase-producing Enterobacteriaceae (CPE),50-59,2,2.56,1.02,2.00,0.76
2020,Encephalitis/Meningitis,50-59,3,3.84,3.33,1.51,2.35
2020,Giardiasis,50-59,4,5.12,11.56,6.33,10.50
2020,Gonorrhea,50-59,18,23.06,13.84,30.47,23.98
2020,"Group A Streptococcal disease, invasive",50-59,5,6.40,6.15,9.59,6.61
2020,"Group B Streptococcal disease, neonatal",50-59,0,0.00,0.00,0.00,0.00
2020,"Haemophilus influenzae disease, all types",50-59,0,0.00,0.26,0.92,0.41
2020,Hantavirus pulmonary syndrome,50-59,0,0.00,0.00,0.00,0.00
2020,Hemorrhagic fevers and Lassa fever,50-59,0,0.00,0.00,0.00,0.00
2020,Hepatitis A,50-59,0,0.00,2.05,0.39,0.59
2020,Hepatitis B (acute),50-59,0,0.00,1.03,0.83,1.02
2020,Hepatitis B (chronic),50-59,9,11.53,11.04,8.91,13.76
2020,Hepatitis C,50-59,19,24.34,25.14,23.32,42.44
2020,HIV,50-59,2,2.56,1.55,4.58,5.54
2020,Influenza,50-59,25,32.02,44.38,42.64,56.80
2020,Legionellosis,50-59,1,1.28,6.15,2.92,2.68
2020,Leprosy,50-59,0,0.00,0.00,0.00,0.02
2020,Listeriosis,50-59,0,0.00,0.00,0.24,0.39
2020,Lyme Disease,50-59,0,0.00,2.56,8.96,7.17
2020,Measles,50-59,0,0.00,0.00,0.00,0.01
2020,Tularemia,50-59,0,0.00,0.00,0.00,0.01
2020,Typhoid Fever/Paratyphoid Fever,50-59,0,0.00,1.28,0.19,0.39
2020,Verotoxin-producing E. coli,50-59,1,1.28,0.78,0.39,0.41
2020,Yersiniosis,50-59,1,1.28,1.29,1.02,1.01
2020,"Meningococcal disease, invasive",50-59,0,0.00,0.52,0.34,0.24
2020,Mpox,50-59,0,0.00,0.00,0.00,0.00
2020,Mumps,50-59,0,0.00,0.26,0.24,0.19
2020,Ophthalmia Neonatorum,50-59,0,0.00,0.00,0.00,0.00
2020,Paralytic Shellfish Poisoning,50-59,0,0.00,0.00,0.00,0.00
2020,Pertussis,50-59,0,0.00,0.77,0.05,0.78
2020,Poliomyelitis (polio) and Acute Flaccid Paralysis,50-59,0,0.00,0.00,0.00,0.00
2020,Powassan Virus,50-59,0,0.00,0.00,0.00,0.00
2020,Psittacosis/Ornithosis,50-59,0,0.00,0.00,0.00,0.00
2020,Q Fever,50-59,0,0.00,0.26,0.05,0.11
2020,Rabies,50-59,0,0.00,0.00,0.00,0.00
2020,Rubella,50-59,0,0.00,0.00,0.00,0.00
2020,"Rubella, congenital syndrome",50-59,0,0.00,0.00,0.00,0.00
2020,Salmonellosis,50-59,5,6.40,18.25,8.81,17.63
2020,Severe acute respiratory syndrome (SARS),50-59,0,0.00,0.00,0.00,0.00
2020,Shigellosis,50-59,0,0.00,0.51,1.27,2.05
2020,Smallpox,50-59,0,0.00,0.00,0.00,0.00
2020,"Streptococcus Pneumoniae, Invasive ",50-59,9,11.53,11.56,7.45,9.96
2020,Syphilis - Early Congenital,50-59,0,0.00,0.00,0.00,0.00
2020,Syphilis - Infectious,50-59,5,6.40,5.38,16.99,14.21
2020,Syphilis - Late Latent,50-59,7,8.97,4.38,5.16,6.03
2020,Tetanus,50-59,0,0.00,0.00,0.00,0.00
2020,Trichinosis,50-59,0,0.00,0.00,0.05,0.06
2020,Tuberculosis (active),50-59,1,1.28,1.79,3.94,3.77
2020,Tuberculosis (latent),50-59,17,21.77,41.30,24.00,44.07
2020,Syphilis - Other,50-59,0,0.00,0.52,0.83,0.95
2020,West Nile virus (WNv),50-59,0,0.00,1.28,1.02,0.90
2020,AIDS,60-69,0,0.00,0.00,0.34,0.48
2020,Amebiasis,60-69,2,3.22,2.54,1.47,4.29
2020,Anaplasmosis,60-69,0,0.00,0.00,0.00,0.00
2020,Anthrax,60-69,0,0.00,0.00,0.00,0.00
2020,Babesiosis,60-69,0,0.00,0.00,0.00,0.00
2020,Blastomycosis,60-69,0,0.00,0.00,0.17,0.30
2020,Botulism,60-69,0,0.00,0.00,0.00,0.00
2020,Brucellosis,60-69,0,0.00,0.00,0.11,0.04
2020,Campylobacter enteritis,60-69,7,11.28,31.51,13.70,28.06
2020,Chancroid,60-69,0,0.00,0.00,0.00,0.00
2020,Chickenpox (Varicella),60-69,0,0.00,0.37,0.00,0.42
2020,Chlamydia,60-69,6,9.67,8.93,9.11,13.25
2020,Cholera,60-69,0,0.00,0.00,0.00,0.02
